Id,Label,timeset,category,startyearcorfixvalue,endyearcor,Size,Color
Q119454376,t Daghet in den Oosten,"<[1710.0, 1710.0]>",Person,1710,1710,10,"#d97dd8"
Q115818424,Achiel Piepers,"<[1889.0, 1889.0]>",Person,1889,1889,30.425531,"#d97dd8"
Q119013873,Achiel Van de Putte,"<[1892.0, 1892.0]>",Person,1892,1892,25.319149,"#d97dd8"
Q119217729,Achille Croquison,"<[1893.0, 1893.0]>",Person,1893,1893,10,"#d97dd8"
Q113754119,Adolf De Wolf,"<[1886.0, 1898.0]>",Person,1886,1898,11.276596,"#ffbcae"
Q2524668,Adolf Duclos,"<[1710.0, 1710.0]>",Person,1710,1710,57.234043,"#d97dd8"
Q43140929,Adolf Pauwels,"<[1884.0, 1884.0]>",Person,1884,1884,13.829787,"#d97dd8"
Q100534520,Adolf Verriest,"<[1872.0, 1872.0]>",Person,1872,1872,18.936169,"#d97dd8"
Q136793932,Adèle Serweytens,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q116687284,Agnes Mary Christophers,"<[1857.0, 1857.0]>",Person,1857,1857,15.106382,"#d97dd8"
Q118772822,Albert Aimé Marie Vandewalle,"<[1895.0, 1895.0]>",Person,1895,1895,13.829787,"#d97dd8"
Q586323,Albert Verwey,"<[1710.0, 1710.0]>",Person,1710,1710,24.042553,"#d97dd8"
Q2832059,Albéric Emmanuel Henri Marie Ghislain Ruzette,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q115811921,Alexandre Berghman,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q56036018,Alexandre Bonvarlet,"<[1885.0, 1891.0]>",Person,1885,1891,16.382978,"#d97dd8"
Q118142378,Alfons Bouckaert,"<[1895.0, 1896.0]>",Person,1895,1896,18.936169,"#d97dd8"
Q110039191,Alfons Dassonville,"<[1896.0, 1896.0]>",Person,1896,1896,34.255318,"#d97dd8"
Q2100582,Alfons De Cock,"<[1895.0, 1897.0]>",Person,1895,1897,17.659575,"#ffbcae"
Q2638823,Alfons Janssens,"<[1888.0, 1888.0]>",Person,1888,1888,24.042553,"#d97dd8"
Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,"<[1888.0, 1888.0]>",Person,1888,1888,18.936169,"#d97dd8"
Q2539969,Alfons Siffer,"<[1710.0, 1710.0]>",Person,1710,1710,18.936169,"#d97dd8"
Q119621396,Alfons Steinmetz,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q2050293,Alfons Van Hee,"<[1876.0, 1876.0]>",Person,1876,1876,32.978722,"#d97dd8"
Q26845752,Alfred Guichon de Grandpont,"<[1896.0, 1896.0]>",Person,1896,1896,13.829787,"#d97dd8"
Q115979418,Aloysius Vandemaele,"<[1850.0, 1890.0]>",Person,1850,1890,31.702127,"#d97dd8"
Q2580620,Aloïs Nelis,"<[1889.0, 1889.0]>",Person,1889,1889,34.255318,"#d97dd8"
Q2298746,Aloïs Walgrave,"<[1927.0, 1929.0]>",Person,1927,1929,34.255318,"#d97dd8"
Q2450554,Alphonse De Leyn,"<[1890.0, 1895.0]>",Person,1890,1895,25.319149,"#d97dd8"
Q2099446,Amaat Joos,"<[1897.0, 1897.0]>",Person,1897,1897,26.595745,"#ffbcae"
Q3421496,Amaat Vyncke,"<[1880.0, 1883.0]>",Person,1880,1883,34.255318,"#d97dd8"
Q970036,Amand Neut,"<[1892.0, 1892.0]>",Person,1892,1892,17.659575,"#d97dd8"
Q2481707,Amand de Vos,"<[1886.0, 1889.0]>",Person,1886,1889,17.659575,"#d97dd8"
Q124619468,Amelia Vander Stichele,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q1280942,Amédée Visart de Bocarmé,"<[1886.0, 1886.0]>",Person,1886,1886,17.659575,"#d97dd8"
Q119039774,Andries J. Winkler,"<[1898.0, 1898.0]>",Person,1898,1898,13.829787,"#ffbcae"
Q13429634,Angelus August Eugeen Angillis,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q129255433,Ann Mary Eyre,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q116656531,Anna Demets,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q116508558,Anne Hill,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q115830433,Antoine Wemaer,"<[1856.0, 1874.0]>",Person,1856,1874,31.702127,"#d97dd8"
Q2360599,Antoon Jozef Witteryck,"<[1885.0, 1885.0]>",Person,1885,1885,16.382978,"#d97dd8"
Q115979140,Arsenius Dehulster,"<[1883.0, 1886.0]>",Person,1883,1886,29.148935,"#d97dd8"
Q3450211,Arthur De Schrevel,"<[1891.0, 1896.0]>",Person,1891,1896,24.042553,"#d97dd8"
Q115818861,Arthur Lewylle,"<[1884.0, 1885.0]>",Person,1884,1885,13.829787,"#d97dd8"
Q2215154,August Cuppens,"<[1883.0, 1886.0]>",Person,1883,1886,26.595745,"#d97dd8"
Q115818168,August Hoflack,"<[1891.0, 1897.0]>",Person,1891,1897,27.872339,"#ffbcae"
Q115839088,August Laporta,"<[1884.0, 1886.0]>",Person,1884,1886,12.553191,"#d97dd8"
Q764378,August Vermeylen,"<[1896.0, 1897.0]>",Person,1896,1897,21.489361,"#ffbcae"
Q125535110,August William McDonogh,"<[1856.0, 1856.0]>",Person,1856,1856,13.829787,"#d97dd8"
Q2059291,Auguste Reyns,"<[1896.0, 1896.0]>",Person,1896,1896,15.106382,"#d97dd8"
Q120999304,Augustijn Van Heuverswyn,"<[1889.0, 1889.0]>",Person,1889,1889,24.042553,"#d97dd8"
Q115844105,Augustin Van Becelaere,"<[1897.0, 1899.0]>",Person,1897,1899,26.595745,"#ffbcae"
Q115979130,Augustinus De Geetere,"<[1880.0, 1880.0]>",Person,1880,1880,27.872339,"#d97dd8"
Q115824358,Benedictus Cuppens,"<[1889.0, 1889.0]>",Person,1889,1889,17.659575,"#d97dd8"
Q115829623,Bruno De Splenter,"<[1862.0, 1862.0]>",Person,1862,1862,21.489361,"#d97dd8"
Q115836783,Bruno Joseph Jean Vandale,"<[1859.0, 1859.0]>",Person,1859,1859,25.319149,"#d97dd8"
Q115839360,Bruno Van Hove,"<[1710.0, 1710.0]>",Person,1710,1710,27.872339,"#d97dd8"
Q115308515,Bruno Vander Stichele,"<[1883.0, 1888.0]>",Person,1883,1888,22.765957,"#d97dd8"
Q2154331,Caesar Gezelle,"<[1891.0, 1897.0]>",Person,1891,1897,35.531914,"#ffbcae"
Q115840234,Camiel Roelandts,"<[1863.0, 1883.0]>",Person,1863,1883,26.595745,"#d97dd8"
Q117409336,Camille Lateur,"<[1894.0, 1894.0]>",Person,1894,1894,12.553191,"#d97dd8"
Q117263671,Caroline Janssens,"<[1710.0, 1710.0]>",Person,1710,1710,18.936169,"#d97dd8"
Q136759863,Carolus Philippus Joannes Marie Josephus de Patin de Langemarck,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q116621487,Catharine Macdaniel,"<[1862.0, 1862.0]>",Person,1862,1862,12.553191,"#d97dd8"
Q116620739,Catherine de Kyvere,"<[1865.0, 1865.0]>",Person,1865,1865,13.829787,"#d97dd8"
Q118189670,Cecilia Sarah De Lisle,"<[1868.0, 1868.0]>",Person,1868,1868,16.382978,"#d97dd8"
Q2683882,Charles August Verschelde,"<[1880.0, 1880.0]>",Person,1880,1880,13.829787,"#d97dd8"
Q1877721,Charles Carton,"<[1857.0, 1858.0]>",Person,1857,1858,25.319149,"#d97dd8"
Q132321532,Charles De Zitter,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q2715338,Charles Delcour,"<[1710.0, 1710.0]>",Person,1710,1710,15.106382,"#d97dd8"
Q136805616,Charles François Joseph Soudan,"<[1710.0, 1710.0]>",Person,1710,1710,15.106382,"#d97dd8"
Q125472556,Charles Grant Edmonstone,"<[1857.0, 1859.0]>",Person,1857,1859,12.553191,"#d97dd8"
Q122974430,Charles Joseph Pagliano,"<[1857.0, 1857.0]>",Person,1857,1857,12.553191,"#d97dd8"
Q3538623,Charles van Caloen,"<[1870.0, 1870.0]>",Person,1870,1870,13.829787,"#d97dd8"
Q1149378,"Charlotte Fitzalan-Howard, Duchess of Norfolk","<[1863.0, 1863.0]>",Person,1863,1863,12.553191,"#d97dd8"
Q122974373,Clara Andrews,"<[1864.0, 1864.0]>",Person,1864,1864,10,"#d97dd8"
Q116510419,Colette Virginie Parvost,"<[1892.0, 1892.0]>",Person,1892,1892,11.276596,"#d97dd8"
Q123425604,Comité des Dames Zélatrices de l'oeuvre des Missions du Pôle Nord,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q123413231,Congrégation du Très Saint Nom de Marie,"<[1710.0, 1710.0]>",Person,1710,1710,10,"#d97dd8"
Q2457997,Constant Hansen,"<[1886.0, 1896.0]>",Person,1886,1896,26.595745,"#d97dd8"
Q115837342,Constantinus Roelandts,"<[1863.0, 1863.0]>",Person,1863,1863,22.765957,"#d97dd8"
Q113466955,Cordelia Van de Wiele,"<[1903.0, 1903.0]>",Person,1903,1903,30.425531,"#ffbcae"
Q98322098,Cyriel Delaere,"<[1899.0, 1899.0]>",Person,1899,1899,22.765957,"#ffbcae"
Q118998471,Denis Auguste Julien Roger,"<[1879.0, 1884.0]>",Person,1879,1884,13.829787,"#d97dd8"
Q115834834,Desideer Meersseman,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q118733026,Domenico Macry Correale,"<[1889.0, 1897.0]>",Person,1889,1897,16.382978,"#ffbcae"
Q55911879,Désiré Claes,"<[1886.0, 1886.0]>",Person,1886,1886,24.042553,"#d97dd8"
Q118120867,Edmond De Plancke,"<[1891.0, 1892.0]>",Person,1891,1892,12.553191,"#d97dd8"
Q13575367,Edmond Denys,"<[1893.0, 1899.0]>",Person,1893,1899,20.212765,"#ffbcae"
Q118792556,Edmund Benedict Hicks,"<[1863.0, 1863.0]>",Person,1863,1863,17.659575,"#d97dd8"
Q2360914,Edward Gailliard,"<[1710.0, 1710.0]>",Person,1710,1710,29.148935,"#d97dd8"
Q13575404,Edward Van Even,"<[1888.0, 1888.0]>",Person,1888,1888,22.765957,"#d97dd8"
Q113925472,Edward Van Robays,"<[1889.0, 1889.0]>",Person,1889,1889,20.212765,"#d97dd8"
Q119217748,Edward Vlietinck,"<[1887.0, 1892.0]>",Person,1887,1892,10,"#d97dd8"
Q116621171,Elisa Robinson,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q116689485,Elisabeth Latham,"<[1899.0, 1899.0]>",Person,1899,1899,12.553191,"#ffbcae"
Q13576607,Emiel Demonie,"<[1888.0, 1888.0]>",Person,1888,1888,30.425531,"#d97dd8"
Q2183646,Emiel Lauwers,"<[1878.0, 1884.0]>",Person,1878,1884,18.936169,"#d97dd8"
Q115811038,Emile Dambre,"<[1888.0, 1888.0]>",Person,1888,1888,22.765957,"#d97dd8"
Q113486838,Emilie van Outryve d'Ydewalle,"<[1862.0, 1862.0]>",Person,1862,1862,16.382978,"#d97dd8"
Q117226377,Emma Crombet,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q1334711,Emmanuel Hiel,"<[1889.0, 1891.0]>",Person,1889,1891,18.936169,"#d97dd8"
Q125282135,Ernest Edouard Marie Eeman,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q62080181,Ernest Rembry,"<[1898.0, 1898.0]>",Person,1898,1898,26.595745,"#ffbcae"
Q132321595,Esther Defoor,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q132321245,Esther Martine Eugénie Clémence Marie Ghislaine De Zitter,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q42196616,Eugeen de Lepeleer,"<[1897.0, 1897.0]>",Person,1897,1897,25.319149,"#ffbcae"
Q2546317,Eugeen van Oye,"<[1857.0, 1898.0]>",Person,1857,1898,22.765957,"#ffbcae"
Q57197744,Eugeen-Karel Van Steenkiste,"<[1887.0, 1887.0]>",Person,1887,1887,16.382978,"#d97dd8"
Q56036023,Eugène Cortyl,"<[1886.0, 1895.0]>",Person,1886,1895,12.553191,"#d97dd8"
Q2770967,Felix Achille de Bethune,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q115981938,Felix Degrendel,"<[1860.0, 1864.0]>",Person,1860,1864,22.765957,"#d97dd8"
Q2684959,Ferdinand Van de Putte,"<[1872.0, 1872.0]>",Person,1872,1872,30.425531,"#d97dd8"
Q2065109,Ferdinand Vanderhaeghen,"<[1887.0, 1896.0]>",Person,1887,1896,24.042553,"#d97dd8"
Q116660566,Florence Gezelle,"<[1890.0, 1890.0]>",Person,1890,1890,25.319149,"#d97dd8"
Q116509612,Francesca Christophers,"<[1710.0, 1710.0]>",Person,1710,1710,20.212765,"#d97dd8"
Q115811922,Franciscus Benoot,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q122791372,Franciscus Leopoldus De Backere,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q115982545,Franciscus-Xaverius Mervillie,"<[1882.0, 1882.0]>",Person,1882,1882,21.489361,"#d97dd8"
Q2361397,Frans De Cort,"<[1862.0, 1899.0]>",Person,1862,1899,26.595745,"#ffbcae"
Q15956,Frans Schollaert,"<[1897.0, 1898.0]>",Person,1897,1898,12.553191,"#ffbcae"
Q1894475,François Van den Abeele,"<[1892.0, 1892.0]>",Person,1892,1892,13.829787,"#d97dd8"
Q122754021,Félicie Marie Heldenbergh,"<[1882.0, 1882.0]>",Person,1882,1882,10,"#d97dd8"
Q119796023,Georges Vincent Eugène Louis Beyaert,"<[1882.0, 1882.0]>",Person,1882,1882,16.382978,"#d97dd8"
Q118725738,Georges William Gadd,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q118189985,Georgina Coxon,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q2606766,Gerard van Caloen,"<[1872.0, 1872.0]>",Person,1872,1872,22.765957,"#d97dd8"
Q2319173,Gerrit Jacob Boekenoogen,"<[1890.0, 1898.0]>",Person,1890,1898,15.106382,"#ffbcae"
Q116460145,Gerrit Pieter Roos,"<[1881.0, 1881.0]>",Person,1881,1881,30.425531,"#d97dd8"
Q336977,Guido Gezelle,"<[1830.0, 1899.0]>",central figure,1830,1899,500,"#d49700"
Q115844439,Gustaaf Carton,"<[1893.0, 1893.0]>",Person,1893,1893,13.829787,"#d97dd8"
Q115813555,Gustaaf Janssens,"<[1889.0, 1889.0]>",Person,1889,1889,22.765957,"#d97dd8"
Q2190493,Gustaaf Verriest,"<[1902.0, 1902.0]>",Person,1902,1902,31.702127,"#ffbcae"
Q115837646,Gustaf François Marie Van Mullem,"<[1887.0, 1887.0]>",Person,1887,1887,11.276596,"#d97dd8"
Q115818541,Gustave Delescluze,"<[1870.0, 1870.0]>",Person,1870,1870,16.382978,"#d97dd8"
Q2496044,Gustave Henri Flamen,"<[1887.0, 1887.0]>",Person,1887,1887,35.531914,"#d97dd8"
Q2191260,Gustave Waffelaert,"<[1900.0, 1900.0]>",Person,1900,1900,31.702127,"#ffbcae"
Q122971559,Gustavus Henricus Jochem,"<[1898.0, 1898.0]>",Person,1898,1898,25.319149,"#ffbcae"
Q116508871,Helena Amelia Walton,"<[1880.0, 1897.0]>",Person,1880,1897,12.553191,"#ffbcae"
Q119794240,Hendrik Berghman,"<[1710.0, 1710.0]>",Person,1710,1710,25.319149,"#d97dd8"
Q136760074,Hendrik Depoorter,"<[1882.0, 1892.0]>",Person,1882,1892,12.553191,"#d97dd8"
Q113627806,Hendrik Karel Van Doorne,"<[1912.0, 1912.0]>",Person,1912,1912,27.872339,"#d97dd8"
Q571426,Hendrik Kern,"<[1897.0, 1897.0]>",Person,1897,1897,25.319149,"#ffbcae"
Q114081509,Hendrik Persyn,"<[1886.0, 1891.0]>",Person,1886,1891,15.106382,"#d97dd8"
Q11029222,Hendrik Pickery,"<[1891.0, 1891.0]>",Person,1891,1891,16.382978,"#d97dd8"
Q94896539,Hendrik Q. Janssen,"<[1862.0, 1862.0]>",Person,1862,1862,25.319149,"#d97dd8"
Q3431564,Hendrik Sermon,"<[1891.0, 1891.0]>",Person,1891,1891,18.936169,"#d97dd8"
Q3032807,Henri Rommel,"<[1887.0, 1887.0]>",Person,1887,1887,25.319149,"#d97dd8"
Q115979994,Henricus De Badts,"<[1867.0, 1867.0]>",Person,1867,1867,25.319149,"#d97dd8"
Q1978131,Hilaris Allaeys,"<[1892.0, 1898.0]>",Person,1892,1898,13.829787,"#ffbcae"
Q28973684,Hippoliet Haerynck,"<[1886.0, 1889.0]>",Person,1886,1889,15.106382,"#d97dd8"
Q115821479,Honoré Cardoen,"<[1897.0, 1897.0]>",Person,1897,1897,20.212765,"#ffbcae"
Q96776537,Hubert Bogaerts,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q981444,Hugo Verriest,"<[1903.0, 1903.0]>",Person,1903,1903,58.510639,"#ffbcae"
Q117264774,Hélène Janssens,"<[1899.0, 1899.0]>",Person,1899,1899,15.106382,"#ffbcae"
Q55672664,Ignace de Coussemaker,"<[1884.0, 1888.0]>",Person,1884,1888,11.276596,"#d97dd8"
Q115818849,Isidoor Hemeryck,"<[1890.0, 1890.0]>",Person,1890,1890,26.595745,"#d97dd8"
Q115982548,Isidorus Fraeys,"<[1861.0, 1879.0]>",Person,1861,1879,29.148935,"#d97dd8"
Q20604626,J.H.J. van Wageningen thoe Dekema,"<[1710.0, 1710.0]>",Person,1710,1710,15.106382,"#d97dd8"
Q115839946,Jacobus Vanden Berghe,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q45029767,Jakob Muyldermans,"<[1887.0, 1887.0]>",Person,1887,1887,20.212765,"#d97dd8"
Q2424814,Jan Baptist David,"<[1855.0, 1855.0]>",Person,1855,1855,32.978722,"#d97dd8"
Q42853596,Jan Baptist Vervliet,"<[1887.0, 1894.0]>",Person,1887,1894,13.829787,"#d97dd8"
Q1920135,Jan Bols,"<[1881.0, 1898.0]>",Person,1881,1898,32.978722,"#ffbcae"
Q110039159,Jan Craeynest,"<[1890.0, 1890.0]>",Person,1890,1890,20.212765,"#d97dd8"
Q329468,Jan Nolet de Brauwere van Steeland,"<[1886.0, 1886.0]>",Person,1886,1886,16.382978,"#d97dd8"
Q23895006,Jan Willem Brouwers,"<[1862.0, 1889.0]>",Person,1862,1889,27.872339,"#d97dd8"
Q354052,Jean-Baptiste Bethune,"<[1871.0, 1886.0]>",Person,1871,1886,21.489361,"#d97dd8"
Q3164253,Jean-Baptiste Malou,"<[1859.0, 1859.0]>",Person,1859,1859,17.659575,"#d97dd8"
Q2672741,Jean-Baptiste de Bethune jr.,"<[1901.0, 1903.0]>",Person,1901,1903,20.212765,"#ffbcae"
Q2181847,Jeroom Noterdaeme,"<[1892.0, 1892.0]>",Person,1892,1892,16.382978,"#d97dd8"
Q115838569,Jerôme Vervaeke,"<[1880.0, 1880.0]>",Person,1880,1880,21.489361,"#d97dd8"
Q118495679,Joannes Alberdingk,"<[1858.0, 1858.0]>",Person,1858,1858,12.553191,"#d97dd8"
Q123689724,Joannes De Neve,"<[1862.0, 1862.0]>",Person,1862,1862,26.595745,"#d97dd8"
Q3166510,Johan Joseph Faict,"<[1710.0, 1710.0]>",Person,1710,1710,38.085106,"#d97dd8"
Q2491266,Johan Winkler,"<[1905.0, 1905.0]>",Person,1905,1905,32.978722,"#d97dd8"
Q119007176,John Joseph Peter Ross,"<[1860.0, 1860.0]>",Person,1860,1860,13.829787,"#d97dd8"
Q1978794,Joseph Alberdingk Thijm,"<[1874.0, 1874.0]>",Person,1874,1874,25.319149,"#d97dd8"
Q126648476,Joseph Antonius Maria Ghislenus Anastasius Johannes Nepomucenus de Pélichy,"<[1710.0, 1710.0]>",Person,1710,1710,18.936169,"#d97dd8"
Q115820195,Joseph Axters,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q119701807,Joseph Cox Algar,"<[1710.0, 1710.0]>",Person,1710,1710,22.765957,"#d97dd8"
Q115831509,Joseph Gezelle,"<[1900.0, 1900.0]>",Person,1900,1900,32.978722,"#ffbcae"
Q61506427,Joseph Herreboudt,"<[1860.0, 1860.0]>",Person,1860,1860,13.829787,"#d97dd8"
Q119041487,Joseph Louis Van Heede,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q1707941,Joseph Ryelandt,"<[1894.0, 1895.0]>",Person,1894,1895,17.659575,"#d97dd8"
Q115811334,Joseph Samyn,"<[1710.0, 1710.0]>",Person,1710,1710,30.425531,"#d97dd8"
Q119013626,Joseph Van Damme,"<[1887.0, 1887.0]>",Person,1887,1887,13.829787,"#d97dd8"
Q120552708,Jules De Meester,"<[1885.0, 1885.0]>",Person,1885,1885,25.319149,"#d97dd8"
Q136849457,Jules François Vermaut,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q17428533,Jules Lammens,"<[1886.0, 1886.0]>",Person,1886,1886,16.382978,"#d97dd8"
Q115832532,Jules Perquy,"<[1887.0, 1887.0]>",Person,1887,1887,17.659575,"#d97dd8"
Q721772,Jules Vandenpeereboom,"<[1897.0, 1897.0]>",Person,1897,1897,12.553191,"#ffbcae"
Q115846413,Julia Van Renterghem,"<[1710.0, 1710.0]>",Person,1710,1710,21.489361,"#d97dd8"
Q115821474,Juliaan Fové,"<[1883.0, 1893.0]>",Person,1883,1893,24.042553,"#d97dd8"
Q116620937,Julienne Elise Van De Wiele,"<[1860.0, 1860.0]>",Person,1860,1860,13.829787,"#d97dd8"
Q55420570,Julius Leroy,"<[1893.0, 1893.0]>",Person,1893,1893,22.765957,"#d97dd8"
Q55232762,Julius Obrie,"<[1888.0, 1898.0]>",Person,1888,1898,18.936169,"#ffbcae"
Q2617184,Karel De Flou,"<[1903.0, 1903.0]>",Person,1903,1903,32.978722,"#ffbcae"
Q115831295,Karel Foulon,"<[1886.0, 1886.0]>",Person,1886,1886,22.765957,"#d97dd8"
Q970833,Karel Frans Stallaert,"<[1887.0, 1888.0]>",Person,1887,1888,16.382978,"#d97dd8"
Q41885755,Karel Heynderickx,"<[1898.0, 1898.0]>",Person,1898,1898,20.212765,"#ffbcae"
Q115819088,Karel Legein,"<[1861.0, 1861.0]>",Person,1861,1861,30.425531,"#d97dd8"
Q111336261,Karel Van De Vyvere,"<[1899.0, 1899.0]>",Person,1899,1899,13.829787,"#ffbcae"
Q2542423,Karel de Gheldere,"<[1859.0, 1859.0]>",Person,1859,1859,18.936169,"#d97dd8"
Q118289639,Katharine Woodlock,"<[1710.0, 1710.0]>",Person,1710,1710,21.489361,"#d97dd8"
Q1867263,Klein Seminarie Roeselare,"<[1846.0, 1869.0]>",Person,1846,1869,66.170212,"#d97dd8"
Q1268453,Koninklijke Academie voor Nederlandse Taal en Letteren,"<[1710.0, 1710.0]>",Person,1710,1710,64.893616,"#d97dd8"
Q119224999,Laura Perkins,"<[1868.0, 1871.0]>",Person,1868,1871,17.659575,"#d97dd8"
Q118555164,Leo Lodewijk Hubert Simons,"<[1895.0, 1895.0]>",Person,1895,1895,21.489361,"#d97dd8"
Q115818781,Leon Verwilghen,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q2779054,Leonard Lodewijk De Bo,"<[1878.0, 1878.0]>",Person,1878,1878,39.361702,"#d97dd8"
Q118998340,Leopold Pycke,"<[1710.0, 1710.0]>",Person,1710,1710,15.106382,"#d97dd8"
Q2619202,Leopold Slosse,"<[1866.0, 1897.0]>",Person,1866,1897,36.80851,"#ffbcae"
Q114945031,Livinus Bruneel,"<[1863.0, 1863.0]>",Person,1863,1863,24.042553,"#d97dd8"
Q28973666,Lodewijk Roersch,"<[1887.0, 1888.0]>",Person,1887,1888,17.659575,"#d97dd8"
Q13769746,Lodewijk Scharpé,"<[1893.0, 1893.0]>",Person,1893,1893,22.765957,"#d97dd8"
Q2426280,Lodewijk Van Haecke,"<[1860.0, 1870.0]>",Person,1860,1870,25.319149,"#d97dd8"
Q56036067,Lodewijk Willem Schuermans,"<[1866.0, 1887.0]>",Person,1866,1887,20.212765,"#d97dd8"
Q104643440,Loquela,"<[1897.0, 1897.0]>",Person,1897,1897,11.276596,"#ffbcae"
Q86735347,Louis David Petit,"<[1895.0, 1895.0]>",Person,1895,1895,15.106382,"#d97dd8"
Q118120903,Louis De Plancke,"<[1891.0, 1896.0]>",Person,1891,1896,12.553191,"#d97dd8"
Q136814999,Louis François Van den Bilcke,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q2134167,Louis Gilliodts,"<[1899.0, 1899.0]>",Person,1899,1899,20.212765,"#ffbcae"
Q115818009,Louis Goormachtigh,"<[1885.0, 1885.0]>",Person,1885,1885,20.212765,"#d97dd8"
Q136814371,Louis Jean Van den Bilcke,"<[1710.0, 1710.0]>",Person,1710,1710,12.553191,"#d97dd8"
Q119003821,Louis Judocus Rooms,"<[1891.0, 1897.0]>",Person,1891,1897,15.106382,"#ffbcae"
Q128904091,Louise Adèle Pauline Van Brabant,"<[1889.0, 1889.0]>",Person,1889,1889,11.276596,"#d97dd8"
Q20902162,Louise Gezelle,"<[1894.0, 1898.0]>",Person,1894,1898,26.595745,"#ffbcae"
Q117246781,Louise Sidonie Vervaet,"<[1889.0, 1889.0]>",Person,1889,1889,13.829787,"#d97dd8"
Q120855780,Lucy Weguelin,"<[1873.0, 1873.0]>",Person,1873,1873,20.212765,"#d97dd8"
Q1851297,Léon van Ockerhout,"<[1710.0, 1710.0]>",Person,1710,1710,15.106382,"#d97dd8"
Q117227189,Léonie Pauline Marie Bersou,"<[1895.0, 1895.0]>",Person,1895,1895,12.553191,"#d97dd8"
Q116621811,Marguerite Marie Josephine Sonck,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q117265039,Maria Ludovica Charlotta Lauwers,"<[1879.0, 1879.0]>",Person,1879,1879,10,"#d97dd8"
Q129159907,Marie Louise Philomène Devrome,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q128053464,Marie Thérèse Courtens,"<[1710.0, 1710.0]>",Person,1710,1710,16.382978,"#d97dd8"
Q116509131,Marie-Sophie Deschryver,"<[1894.0, 1894.0]>",Person,1894,1894,16.382978,"#d97dd8"
Q132321506,Martine De Zitter,"<[1710.0, 1710.0]>",Person,1710,1710,11.276596,"#d97dd8"
Q119217815,Martinus Coune,"<[1897.0, 1897.0]>",Person,1897,1897,17.659575,"#ffbcae"
Q116510958,Mary Ann F. Andrewes,"<[1871.0, 1871.0]>",Person,1871,1871,11.276596,"#d97dd8"
Q116510998,Mary Anne Macdaniel,"<[1865.0, 1865.0]>",Person,1865,1865,15.106382,"#d97dd8"
Q75279907,Mary Isabel Lucy Dormer,"<[1899.0, 1899.0]>",Person,1899,1899,15.106382,"#ffbcae"
Q122842204,Mary Louisa Farbrother,"<[1710.0, 1710.0]>",Person,1710,1710,13.829787,"#d97dd8"
Q116621328,Mary Lucy Vavasour,"<[1872.0, 1872.0]>",Person,1872,1872,13.829787,"#d97dd8"
Q116621552,Mathilde Catteeuw,"<[1886.0, 1888.0]>",Person,1886,1888,17.659575,"#d97dd8"
Q121053317,Maurice Vander Haeghen,"<[1888.0, 1897.0]>",Person,1888,1897,11.276596,"#ffbcae"
